customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
7312-XSBAT,t,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,49.75,49.75,f
3096-GKWEB,t,f,t,f,18,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.75,1691.90,f
2371-JQHZZ,t,f,t,f,24,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,93.00,2248.05,f
0674-GCDXG,t,f,f,f,63,t,t,DSL,t,Yes,No,Yes,Yes,No,Yes,Two year,t,Bank transfer (automatic),71.90,4479.20,f
1121-QSIVB,f,f,f,t,44,t,t,DSL,t,No,Yes,No,No,Yes,Yes,One year,t,Mailed check,77.55,3471.10,f
4396-KLSEH,t,f,f,f,4,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,19.85,63.00,f
3244-DCJWY,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.25,70.25,t
2824-MYYBN,f,f,t,t,37,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.25,3314.15,f
0875-CABNR,f,t,f,f,10,t,f,Fiber optic,t,No,No,Yes,No,No,Yes,Month-to-month,t,Credit card (automatic),84.60,865.55,t
6345-HOVES,t,f,f,f,34,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),25.05,852.70,f
8318-LCNBW,t,f,t,f,35,f,,DSL,t,Yes,No,Yes,No,Yes,Yes,One year,f,Credit card (automatic),53.15,1930.90,f
6469-QJKZW,f,f,t,f,4,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,20.15,91.40,f
0147-ESWWR,f,t,t,f,39,t,t,Fiber optic,t,No,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,101.25,3949.15,f
1217-VASWC,t,t,t,f,43,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,t,Bank transfer (automatic),100.55,4304.00,f
7812-FZHPE,f,f,t,t,17,t,t,No,f,,,,,,,Month-to-month,f,Mailed check,24.10,409.90,t
6370-ZVHDV,f,f,t,f,61,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),25.30,1554.90,f
5915-DGNVC,f,f,t,f,49,t,t,DSL,t,Yes,Yes,Yes,No,No,Yes,One year,f,Electronic check,71.80,3472.05,f
6260-XLACS,t,f,f,f,4,t,f,No,f,,,,,,,One year,f,Mailed check,19.70,117.80,f
3566-CAAYU,f,f,t,t,64,f,,DSL,t,No,Yes,Yes,Yes,No,Yes,Two year,f,Electronic check,49.85,3210.35,f
4983-CCWMC,t,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,69.60,207.40,f
9103-CXVOK,t,f,t,t,1,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,19.75,19.75,f
2896-TBNBE,t,f,t,f,40,t,f,Fiber optic,t,No,Yes,Yes,No,No,No,One year,f,Electronic check,80.80,3132.75,f
4797-AXPXK,f,f,f,t,1,t,f,DSL,t,Yes,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,60.00,60.00,t
5229-PRWKT,t,f,f,f,8,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,86.55,649.65,t
6982-UQZLY,f,t,t,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.85,20.85,t
2522-WLNSF,f,t,t,f,34,t,f,DSL,t,No,No,Yes,Yes,Yes,No,One year,f,Bank transfer (automatic),64.20,2106.30,f
3841-CONLJ,f,f,t,f,1,f,,DSL,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,35.00,35.00,f
5057-LCOUI,f,f,f,f,39,f,,DSL,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,50.75,2011.40,t
0193-ESZXP,f,t,t,f,58,t,f,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,One year,t,Credit card (automatic),105.50,6205.50,t
4475-NVTLU,t,f,t,t,45,t,f,No,f,,,,,,,Two year,f,Electronic check,19.20,903.70,f
4369-HTUIF,t,t,f,f,6,t,f,Fiber optic,t,Yes,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),85.15,503.60,t
9386-LDCZR,t,f,f,f,43,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,No,No,One year,t,Credit card (automatic),90.65,3882.30,f
9585-KKMFD,t,f,t,t,41,t,f,No,f,,,,,,,Two year,t,Mailed check,20.00,879.80,f
5399-ZIMKF,t,f,f,f,5,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.65,383.65,f
0336-KXKFK,t,f,f,f,72,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),61.20,4390.25,f
5619-XZZKR,t,f,f,f,4,t,f,No,f,,,,,,,One year,f,Mailed check,19.95,68.20,f
3948-FVVRP,t,f,t,t,9,t,f,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,54.80,452.80,f
5327-XOKKY,t,t,t,f,72,t,t,DSL,t,No,No,Yes,No,Yes,Yes,Two year,t,Credit card (automatic),73.45,5329.00,f
0983-TATYJ,f,f,t,f,33,t,f,DSL,t,No,No,No,Yes,No,No,One year,t,Mailed check,51.45,1758.90,f
1813-JYWTO,f,f,t,f,72,t,t,Fiber optic,t,Yes,No,No,No,No,No,Two year,f,Bank transfer (automatic),80.45,5737.60,f
0156-FVPTA,t,f,t,f,22,t,f,DSL,t,Yes,No,No,Yes,No,No,Month-to-month,t,Electronic check,54.20,1152.70,t
1984-FCOWB,f,f,t,f,70,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Electronic check,109.50,7674.55,t
0654-HMSHN,t,f,t,t,21,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Electronic check,104.40,2157.95,t
6719-OXYBR,t,f,f,f,15,t,f,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,85.30,1219.85,f
3312-ZWLGF,t,t,t,f,29,t,t,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,79.30,2414.55,f
6476-YHMGA,f,f,t,t,15,t,f,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,f,Bank transfer (automatic),76.50,1155.60,f
5287-QWLKY,t,t,t,t,71,t,t,Fiber optic,t,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),105.10,7548.10,t
0795-XCCTE,t,t,f,f,72,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),25.40,1809.35,f
0168-XZKBB,f,f,t,f,19,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,86.85,1564.40,f
3785-NRHYR,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.65,19.65,f
5196-SGOAK,f,f,f,f,1,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,75.70,75.70,t
4537-DKTAL,f,f,f,f,2,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,45.55,84.40,f
7072-MBHEV,f,t,t,t,11,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Credit card (automatic),78.10,864.85,f
5602-BVFMK,f,f,f,f,12,t,f,No,f,,,,,,,One year,f,Mailed check,19.30,228.75,f
6297-NOOPG,f,f,t,f,70,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,110.50,7752.05,f
1891-UAWWU,f,t,t,f,20,t,t,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,90.80,1951.00,t
8204-TIFGJ,f,f,f,f,23,t,f,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),20.30,470.60,f
8050-DVOJX,t,t,f,f,49,t,t,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,f,Credit card (automatic),81.35,4060.90,f
6108-OQZDQ,f,f,t,t,4,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,97.95,384.50,t
0363-QJVFX,t,f,f,f,32,t,t,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),108.15,3432.90,t
8903-XEBGX,t,f,f,t,2,t,f,DSL,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.30,108.65,f
8169-SAEJD,t,t,t,f,69,f,,DSL,t,Yes,Yes,No,No,Yes,Yes,Two year,f,Credit card (automatic),56.55,3952.65,f
9840-DVNDC,t,f,f,f,6,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),80.50,463.05,t
1089-XZWHH,f,f,t,t,24,t,f,No,f,,,,,,,Two year,t,Mailed check,19.70,494.05,f
2325-WINES,f,f,f,f,32,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,t,Credit card (automatic),104.05,3416.85,f
6064-ZATLR,f,f,f,f,27,t,f,DSL,t,Yes,Yes,No,No,No,No,Two year,f,Bank transfer (automatic),52.85,1498.65,f
3096-JRDSO,f,t,t,f,27,t,t,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),104.30,2867.75,t
7824-PANSQ,t,f,f,f,58,t,t,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),80.65,4807.35,f
8042-JVNFH,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,71.35,71.35,t
9648-BCHKM,f,f,t,t,18,t,t,No,f,,,,,,,Two year,t,Credit card (automatic),24.65,471.35,f
2888-ADFAO,f,f,t,t,47,t,f,No,f,,,,,,,Two year,t,Bank transfer (automatic),21.30,1041.80,f
8707-HOEDG,f,f,t,t,70,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,110.20,7689.80,f
3374-LXDEV,f,f,f,f,13,t,t,Fiber optic,t,No,Yes,Yes,Yes,No,No,Month-to-month,f,Electronic check,89.40,1132.35,t
4072-IPYLT,f,f,t,t,36,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Credit card (automatic),51.05,1815.00,f
7167-PCEYD,t,f,f,f,67,t,f,No,f,,,,,,,Two year,t,Mailed check,19.80,1311.30,f
4936-YPJNK,f,f,f,f,10,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.90,199.45,f
1580-BMCMR,t,t,f,f,19,t,f,Fiber optic,t,Yes,No,No,No,No,Yes,Month-to-month,t,Electronic check,87.30,1637.30,f
4817-KEQSP,f,f,t,t,71,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.85,1326.35,f
6408-WHTEF,t,f,t,t,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Mailed check,89.40,6376.55,f
9251-AWQGT,f,f,t,t,48,t,f,No,f,,,,,,,Two year,f,Mailed check,20.00,935.90,f
8749-CLJXC,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.05,20.05,f
7989-VCQOH,t,f,t,t,18,t,f,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,f,Electronic check,83.25,1611.15,f
5049-GLYVG,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.60,20.60,t
4199-QHJNM,t,t,t,f,67,t,t,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),102.90,6989.70,f
8882-TLVRW,t,f,t,t,69,f,,DSL,t,Yes,No,Yes,Yes,No,No,Two year,f,Mailed check,39.10,2779.50,f
5883-GTGVD,t,f,f,f,19,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,99.95,1931.75,t
5135-GRQJV,t,t,t,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Mailed check,114.50,8331.95,f
2384-OVPSA,f,t,f,f,38,t,f,No,f,,,,,,,Two year,f,Mailed check,20.20,735.90,f
1371-WEPDS,t,t,t,f,40,t,f,DSL,t,No,No,No,No,No,Yes,One year,f,Electronic check,55.80,2283.30,f
3580-GICBM,f,f,t,t,61,t,t,No,f,,,,,,,Two year,t,Mailed check,24.20,1445.20,f
4817-QRJSX,f,f,f,f,10,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),81.00,818.05,t
9730-DRTMJ,t,f,t,f,32,t,t,DSL,t,Yes,No,No,Yes,Yes,No,One year,t,Credit card (automatic),72.80,2333.05,f
4686-UXDML,f,f,f,f,21,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),99.85,1992.55,f
3349-ANQNH,f,t,f,f,59,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,One year,t,Electronic check,99.50,5890.00,f
2398-YPMUR,f,t,t,f,13,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.15,916.75,t
0932-YIXYU,f,f,f,f,47,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),20.25,1029.80,f
7480-SPLEF,t,f,t,t,69,t,t,No,f,,,,,,,Two year,t,Bank transfer (automatic),26.00,1796.55,f
7636-XUHWW,t,f,f,f,2,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),19.90,33.70,f
1431-CYWMH,f,f,t,t,22,t,f,No,f,,,,,,,Month-to-month,f,Bank transfer (automatic),19.05,454.05,f
5937-EORGB,t,t,t,f,15,t,t,Fiber optic,t,Yes,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,96.50,1392.25,f
6349-JDHQP,f,f,f,f,53,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.85,1049.60,f
5539-HIVAK,f,t,t,f,28,t,t,No,f,,,,,,,Month-to-month,f,Mailed check,25.70,734.60,f
5847-MXBEO,t,f,f,f,22,t,f,No,f,,,,,,,One year,f,Mailed check,20.30,475.10,f
9985-MWVIX,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,70.15,70.15,t
4583-PARNH,t,t,t,f,16,t,f,Fiber optic,t,No,No,Yes,Yes,No,Yes,Month-to-month,t,Electronic check,91.55,1540.05,f
1116-FRYVH,f,f,t,t,48,f,,DSL,t,Yes,Yes,No,Yes,No,No,Two year,f,Mailed check,39.40,1978.65,f
1421-HCERK,t,t,t,f,30,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,t,Bank transfer (automatic),105.70,3181.80,f
9633-XQABV,f,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.25,229.70,f
0716-BQNDX,t,t,f,f,57,t,t,Fiber optic,t,Yes,No,No,Yes,No,Yes,Two year,f,Electronic check,93.75,5625.55,f
1265-XTECC,f,t,t,f,68,t,t,Fiber optic,t,Yes,Yes,No,No,No,Yes,One year,t,Credit card (automatic),96.55,6581.90,t
1183-CANVH,f,f,t,f,23,t,f,DSL,t,No,No,No,Yes,Yes,No,One year,f,Bank transfer (automatic),60.00,1347.15,f
1972-XMUWV,f,f,t,f,65,t,f,DSL,t,No,No,No,Yes,Yes,No,Two year,t,Credit card (automatic),59.80,3808.20,f
8679-LZBMD,t,f,t,f,44,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),90.65,3974.15,f
3407-JMJQQ,f,f,t,t,71,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,Two year,t,Bank transfer (automatic),109.00,7661.80,f
6252-DFGTK,f,f,t,f,37,t,t,DSL,t,Yes,No,Yes,Yes,No,No,One year,f,Credit card (automatic),68.10,2479.25,f
1539-LNKHM,f,f,f,f,12,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.40,266.60,f
8645-KOMJQ,t,f,t,t,69,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),81.95,5601.40,f
0289-IVARM,f,f,f,f,35,t,f,DSL,t,Yes,Yes,Yes,No,No,No,Month-to-month,f,Electronic check,60.55,1982.60,f
9761-XUJWD,t,f,f,f,5,t,f,DSL,t,No,Yes,No,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),65.60,339.90,f
4057-FKCZK,t,f,t,t,58,t,t,Fiber optic,t,No,No,No,No,Yes,No,Two year,f,Bank transfer (automatic),82.50,4828.05,f
4291-TPNFG,t,f,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Bank transfer (automatic),82.30,5980.55,f
6087-YPWHO,t,f,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,No,No,Two year,f,Mailed check,68.15,4808.70,f
3090-QFUVD,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),20.30,20.30,f
2237-ZFSMY,f,f,f,f,39,t,f,Fiber optic,t,Yes,No,Yes,Yes,Yes,No,One year,t,Electronic check,95.55,3692.85,t
1722-LDZJS,t,f,t,t,53,t,f,No,f,,,,,,,One year,f,Credit card (automatic),20.20,1068.15,f
1818-ESQMW,f,f,f,f,27,t,f,Fiber optic,t,No,No,Yes,Yes,No,Yes,Month-to-month,t,Electronic check,89.20,2383.60,f
4871-JTKJF,f,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.65,69.65,t
1415-YFWLT,f,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.30,89.30,t
7401-RUBNK,f,f,t,f,18,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,74.80,1438.05,f
0506-YLVKJ,t,f,t,t,46,t,f,No,f,,,,,,,Two year,t,Mailed check,20.20,917.45,f
8661-BOYNW,f,f,t,f,72,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),84.40,6096.45,f
6711-VTNRE,f,f,f,f,36,t,f,Fiber optic,t,No,No,Yes,Yes,No,Yes,Month-to-month,t,Electronic check,87.55,3078.10,t
4815-GBTCD,f,f,t,f,4,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,25.15,99.95,f
2805-AUFQN,f,f,f,f,25,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.80,475.20,f
0980-PVMRC,f,f,t,t,40,f,,DSL,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,50.85,2036.55,f
7233-DRTRF,t,f,t,f,63,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,102.40,6444.05,f
3500-RMZLT,f,t,f,f,15,t,f,Fiber optic,t,Yes,No,Yes,Yes,No,Yes,Month-to-month,t,Mailed check,96.30,1426.75,t
3873-NFTGI,t,f,f,f,14,t,t,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),55.50,767.55,f
1162-ECVII,t,t,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),109.75,7932.50,f
7048-GXDAY,t,f,f,f,39,t,t,Fiber optic,t,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,106.40,4040.65,f
8571-ZCMCX,f,f,t,t,47,f,,DSL,t,Yes,Yes,Yes,No,Yes,Yes,Two year,t,Credit card (automatic),60.00,2768.65,f
1169-WCVAK,t,f,t,f,19,t,t,Fiber optic,t,Yes,Yes,No,Yes,No,No,Month-to-month,t,Credit card (automatic),88.80,1672.35,f
4548-SDBKE,f,f,f,f,5,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,85.20,474.80,t
8066-POXGX,f,f,f,f,13,f,,DSL,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,35.10,446.10,t
7129-CAKJW,f,f,f,f,17,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,f,Bank transfer (automatic),80.05,1345.65,f
8695-ARGXZ,t,t,t,f,34,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.55,2425.40,f
3570-YUEKJ,f,f,f,f,42,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,49.55,2077.95,f
4143-OOBWZ,t,f,t,f,5,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,81.30,416.30,t
1555-HAPSU,f,f,t,t,71,t,t,No,f,,,,,,,Two year,f,Credit card (automatic),23.90,1663.50,f
1697-NVVGY,t,t,t,f,19,t,f,DSL,t,Yes,No,Yes,No,Yes,No,Month-to-month,f,Bank transfer (automatic),66.40,1286.05,f
7854-EKTJL,f,f,f,t,2,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,19.60,35.85,t
8464-EETCQ,t,f,f,f,57,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),18.80,1094.35,f
2419-FSORS,t,f,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,108.40,7719.50,f
8132-YPVBX,f,f,f,f,6,t,f,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Mailed check,85.95,514.60,f
9102-IAYHT,f,f,t,t,17,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,85.45,1451.60,t
6754-LZUKA,t,f,t,f,61,t,t,DSL,t,No,Yes,Yes,No,Yes,Yes,Two year,f,Bank transfer (automatic),80.90,4932.50,f
3422-LYEPQ,t,f,t,t,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,71.00,71.00,t
8099-MZPUJ,t,f,t,t,48,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),111.80,5443.65,f
0787-LHDYT,t,f,f,f,16,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),20.60,330.25,f
2642-DTVCO,t,t,f,f,9,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,85.05,746.50,t
0374-IOEGQ,f,f,f,f,3,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,44.60,122.70,f
4361-JEIVL,t,f,f,t,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.40,44.40,t
3197-NNYNB,t,f,f,f,65,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),105.10,6631.85,f
3396-DKDEL,f,f,t,t,70,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),115.15,8250.00,f
1752-OZXFY,t,f,t,f,60,t,f,DSL,t,Yes,No,No,No,Yes,No,One year,t,Mailed check,59.80,3561.15,f
9066-QRSDU,f,f,t,f,69,t,t,No,f,,,,,,,One year,t,Electronic check,26.30,1763.55,f
9112-WSNPU,f,t,f,f,35,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.55,2419.00,f
9867-NNXLC,f,f,f,f,22,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.05,470.20,f
5321-NTRKC,t,f,t,t,66,t,t,DSL,t,No,Yes,Yes,No,Yes,Yes,Two year,f,Bank transfer (automatic),79.85,5234.95,f
1363-TXLSL,t,t,t,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.30,70.30,t
9507-EXLTT,f,f,t,f,1,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),79.35,79.35,t
3161-GETRM,t,f,t,t,34,t,t,Fiber optic,t,No,No,Yes,No,No,Yes,Month-to-month,t,Credit card (automatic),90.05,3097.00,f
2122-YWVYA,f,f,f,f,18,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,75.40,1380.40,f
0402-OAMEN,f,f,t,t,72,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.45,1709.10,f
6933-VLYFX,t,f,t,t,31,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,One year,f,Electronic check,59.95,1848.80,f
6754-WKSHP,t,f,f,t,30,t,t,No,f,,,,,,,One year,f,Bank transfer (automatic),25.35,723.30,f
9846-GKXAS,f,f,f,f,9,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),90.80,809.75,t
6017-PPLPX,t,f,t,t,20,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.45,1470.95,t
4976-LNFVV,t,t,t,f,19,f,,DSL,t,No,Yes,Yes,No,No,No,Month-to-month,t,Credit card (automatic),34.30,577.15,f
5055-MGMGF,f,f,t,f,65,t,t,Fiber optic,t,Yes,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.05,6914.95,f
4641-FROLU,f,f,t,t,30,t,f,No,f,,,,,,,Two year,f,Mailed check,19.30,602.90,f
2862-JVEOY,t,f,f,f,6,t,f,No,f,,,,,,,One year,f,Mailed check,19.15,124.40,f
2969-QWUBZ,f,f,f,f,2,f,,DSL,t,No,Yes,No,No,Yes,Yes,Month-to-month,f,Electronic check,51.40,96.80,f
9822-BIIGN,t,f,t,t,53,t,t,DSL,t,Yes,No,No,Yes,No,Yes,Month-to-month,f,Electronic check,71.85,3827.90,f
2077-MPJQO,t,t,t,f,7,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.40,533.05,f
1534-OULXE,f,f,t,t,61,t,f,DSL,t,Yes,No,No,No,No,No,One year,t,Bank transfer (automatic),49.70,2961.40,f
7136-RVDTZ,t,t,f,f,70,f,,DSL,t,No,No,No,No,Yes,Yes,One year,t,Electronic check,45.25,3264.45,t
2971-SGAFL,f,f,f,f,13,t,t,DSL,t,Yes,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,78.75,995.35,f
1480-IVEVR,t,t,t,f,35,t,t,Fiber optic,t,No,No,Yes,No,No,No,One year,t,Bank transfer (automatic),81.60,2815.25,f
2905-KFQUV,f,f,t,f,2,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),70.40,154.80,f
4581-SSPWD,f,f,f,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.80,246.30,t
3370-HXOPH,f,f,f,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,76.10,257.60,f
9391-YZEJW,f,f,f,f,62,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),94.00,5757.20,f
9958-MEKUC,t,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,Yes,Two year,f,Credit card (automatic),103.95,7517.70,f
0281-CNTZX,t,f,t,f,63,t,f,No,f,,,,,,,Two year,t,Bank transfer (automatic),19.95,1234.80,f
6927-WTFIV,t,t,f,f,20,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),71.30,1389.20,t
4118-CEVPF,f,t,f,f,35,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,One year,t,Bank transfer (automatic),110.80,3836.30,f
3398-ZOUAA,t,t,t,f,21,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.10,1474.75,t
